Status/Delivery Method,Capacity,Seats Taken,Seats Remaining,CRN,Course Code,Course Name,Credits,Class Days,Class Start Time,Class End Time,Class Location,Exam Days,Exam Start Time,Exam End Time,Exam Location,Instructor,Term Length
on campus,45,3,5,13699,BCN 3255,Graphic Communication in Const,3,M W,12:00pm,01:15pm,Holmes Engineering 402,,,,,"Figueiredo Muller, M.",Full Term
on campus,35,7,0,14479,BCN 3431C,Structures for Const,3,T R,10:30am,11:45am,Holmes Engineering 439,,,,,"Makredes, S.",Full Term
on campus,35,3,0,13639,BCN 3431C,Structures for Const,3,M W,10:30am,11:45am,Holmes Engineering 302,,,,,"Figueiredo Muller, M.",Full Term
closed,25,0,5,14472,BCN 3521C,Electrical Systems,3,W,06:00pm,08:45pm,Holmes Engineering 147,,,,,"Bridge, J.",Full Term
on campus,25,9,5,15466,BCN 3521C,Electrical Systems,3,M W,03:00pm,04:15pm,Holmes Engineering 330,,,,,"Bao, J.",Full Term
closed,25,0,5,14478,BCN 3521C,Electrical Systems,3,R,06:00pm,08:45pm,Holmes Engineering 147,,,,,"Mendoza, S.",Full Term
on campus,30,1,5,13635,BCN 3590,Sustainable Approach to Const,3,T R,04:30pm,05:45pm,Holmes Engineering 330,,,,,"Tayeh, A.",Full Term
closed,30,0,5,15485,BCN 3590,Sustainable Approach to Const,3,T R,04:30pm,05:45pm,Holmes Engineering 230,,,,,"Figueiredo Muller, M.",Full Term
on campus,30,4,5,14480,BCN 3590,Sustainable Approach to Const,3,T R,03:00pm,04:15pm,Holmes Engineering 330,,,,,"Tayeh, A.",Full Term
on campus,25,10,5,15486,BCN 4612C,Estimating II,3,R,06:00pm,08:45pm,Holmes Engineering 230,,,,,"Nobrega, G.",Full Term
closed,25,0,4,13638,BCN 4612C,Estimating II,3,T R,03:00pm,04:15pm,Holmes Engineering 230,,,,,"Chau, A.",Full Term
closed,25,0,2,14481,BCN 4612C,Estimating II,3,T,06:00pm,08:45pm,Holmes Engineering 230,,,,,"Swartz, T.",Full Term
closed,25,0,2,14474,BCN 4720,Const Planning and Control,3,M W,09:00am,10:15am,Holmes Engineering 302,,,,,"Linares Garcia, D.",Full Term
closed,25,0,2,13637,BCN 4720,Const Planning and Control,3,T R,09:00am,10:15am,Holmes Engineering 302,,,,,"Nguyen, L.",Full Term
on campus,25,9,5,15487,BCN 4720,Const Planning and Control,3,M W,04:30pm,05:45pm,Holmes Engineering 147,,,,,"Albakooa, F.",Full Term
on campus,35,7,5,14477,BCN 4730,Construction Safety Health&Env,3,M W,01:30pm,02:45pm,Holmes Engineering 330,,,,,"Wao, J.",Full Term
on campus,35,5,5,15488,BCN 4730,Construction Safety Health&Env,3,M W,12:00pm,01:15pm,Holmes Engineering 147,,,,,"Wao, J.",Full Term
on campus,35,1,5,13640,BCN 4730,Construction Safety Health&Env,3,T R,01:30pm,02:45pm,Holmes Engineering 230,,,,,"Shaheen, E.",Full Term
on campus,28,1,0,14476,BCN 4740,Construction Law & Contracts,3,M,04:30pm,07:15pm,Holmes Engineering 302,,,,,"Pope, C.",Full Term
on campus,28,3,5,15489,BCN 4740,Construction Law & Contracts,3,W,04:30pm,07:15pm,Holmes Engineering 330,,,,,"Afifi, M.",Full Term
on campus,28,3,0,15490,BCN 4740,Construction Law & Contracts,3,M,04:30pm,07:15pm,Holmes Engineering 330,,,,,"Moore, L.",Full Term
on campus,25,3,5,14475,BCN 4787,Const Capstone,3,M,01:30pm,04:15pm,Holmes Engineering 302,,,,,"Linares Garcia, D.",Full Term
closed,25,0,5,15491,BCN 4787,Const Capstone,3,W,01:30pm,04:15pm,Holmes Engineering 302,,,,,"Chau, A.",Full Term
on campus,15,15,0,15900,BCN 4935,ST:Virtual Design & Const,3,T R,06:00pm,07:15pm,Holmes Engineering 402,,,,,"Linares Garcia, D.",Full Term
off campus,15,15,0,14942,BCN 4949,Internship in Const,3,,,,Off Campus Site TBA TBA,,,,,"Nguyen, L.",Full Term
on campus,15,12,0,15493,BCN 6315,Advanced Const Technology,3,T R,06:00pm,07:15pm,Holmes Engineering 402,,,,,"Linares Garcia, D.",Full Term
on campus,5,3,0,15495,BCN 6748,Construction Law,3,M,04:30pm,07:15pm,Holmes Engineering 302,,,,,"Pope, C.",Full Term
on campus,15,12,0,15494,BCN 6874,Equipment and Methods,3,W,06:00pm,08:45pm,Holmes Engineering 230,,,,,"Bao, J.",Full Term
on campus,40,1,0,13683,BME 3403C,Human Physiology Engineers I,3,M W F,11:30am,12:55pm,Holmes Engineering 339,S,10:00am,12:15pm,Holmes Engineering 339,"Lieber, C.",Full Term
on campus,30,13,0,10382,BME 3507C,Signals Syst Bioengineers,3,T R,10:30am,12:45pm,Holmes Engineering 339,T,10:00am,12:15pm,Holmes Engineering 339,"Torres, J.",Full Term
on campus,30,13,0,14465,BME 4332C,Cellular & Tissue Engineering,3,T R,01:00pm,03:15pm,Holmes Engineering 339,T,12:30pm,02:45pm,Holmes Engineering 339,"Sypabekova, M.",Full Term
on campus,34,21,0,10381,BME 4513C,Bioengineering Data Acqn&Ctrl,3,T R,03:30pm,05:45pm,Holmes Engineering 339,R,03:00pm,05:15pm,Holmes Engineering 339,"Torres, J.",Full Term
on campus,30,7,0,10376,BME 4632C,Biotransport Phenomena,3,T R,08:00am,10:15am,Holmes Engineering 339,T,07:30am,09:45am,Holmes Engineering 330,"Sahiner, N.",Full Term
on campus,30,11,0,10380,BME 4800C,Bioengineering Product Design,3,M W,08:00am,10:15am,Holmes Engineering 339,F,07:30am,09:45am,Holmes Engineering 339,STAFF,Full Term
on campus,30,8,0,10383,BME 4885,Bioengineering Sr Design II,3,T R,10:30am,11:45am,Holmes Engineering 433,T,10:00am,12:15pm,Holmes Engineering 433,"Lura, D.",Full Term
on campus,15,15,0,16236,BME 4930,ST:Nanoscience and Technology,3,M,10:30am,01:15pm,Holmes Engineering 433,F,10:00am,12:15pm,Holmes Engineering 433,"Sahiner, N.",Full Term
closed,38,0,0,10172,BOT 2800,Plants and Society,3,,,,Online (Virtual),,,,,"Griffis, J.",Full Term
closed,38,0,0,13181,BOT 2800,Plants and Society,3,,,,Online (Virtual),,,,,"Griffis, J.",Full Term
closed,32,0,0,16057,BOT 3153C,Flora of Southwestern Florida,3,F,08:00am,12:30pm,Whitaker Hall 104,,,,,"Horn, J.",Full Term
on campus,112,28,0,15657,BSC 1005,Biological Science,3,M W F,09:30am,10:20am,Seidler Hall 114,,,,,"Fassbender, J.",Full Term
closed,55,0,0,10509,BSC 1005,Biological Science,3,,,,Online (Virtual),,,,,"Rivera, C.",Full Term
on campus,112,74,0,15656,BSC 1005,Biological Science,3,M W F,08:30am,09:20am,Seidler Hall 114,,,,,"Mitchell, R.",Full Term
on campus,32,13,0,15669,BSC 1005L,Biological Science Laboratory,1,F,11:30am,01:10pm,Whitaker Hall 112,,,,,STAFF,Full Term
closed,32,0,0,10511,BSC 1005L,Biological Science Laboratory,1,M,01:30pm,03:10pm,Whitaker Hall 112,,,,,STAFF,Full Term
on campus,32,25,0,15675,BSC 1005L,Biological Science Laboratory,1,F,09:30am,11:10am,Whitaker Hall 112,,,,,STAFF,Full Term
closed,32,0,0,15668,BSC 1005L,Biological Science Laboratory,1,W,01:30pm,03:10pm,Whitaker Hall 112,,,,,"Mitchell, R.",Full Term
on campus,32,13,0,15665,BSC 1005L,Biological Science Laboratory,1,M,03:30pm,05:10pm,Whitaker Hall 112,,,,,STAFF,Full Term
on campus,32,26,0,15673,BSC 1005L,Biological Science Laboratory,1,F,01:30pm,03:10pm,Whitaker Hall 112,,,,,STAFF,Full Term
on campus,32,26,0,15674,BSC 1005L,Biological Science Laboratory,1,F,03:30pm,05:10pm,Whitaker Hall 112,,,,,STAFF,Full Term
closed,55,0,0,10510,BSC 1005L,Biological Science Laboratory,1,,,,Online (Virtual),,,,,"Rivera, C.",Full Term
on campus,55,42,5,15783,BSC 1007C,Introduction to Biology,3,T R,10:30am,12:45pm,Whitaker Hall 104,T,10:00am,12:15pm,Whitaker Hall 104,"Frederick, L.",Full Term
on campus,55,4,10,15015,BSC 1010C,General Biology with Lab I,4,T R,07:30am,10:15am,Seidler Hall 221,R,07:30am,09:45am,Seidler Hall 221,"Humphries, R.",Full Term
closed,55,0,4,14988,BSC 1010C,General Biology with Lab I,4,,,,Online (Virtual),,,,,"Palmtag, M.",Full Term
closed,55,0,9,13967,BSC 1010C,General Biology with Lab I,4,M W,04:30pm,07:15pm,Seidler Hall 221,F,03:00pm,05:15pm,Seidler Hall 221,"Hood, M.",Full Term
closed,55,0,10,10520,BSC 1010C,General Biology with Lab I,4,T R,01:30pm,04:15pm,Seidler Hall 221,T,12:30pm,02:45pm,Seidler Hall 221,"Ware, M.",Full Term
on campus,55,34,10,10519,BSC 1010C,General Biology with Lab I,4,T R,04:30pm,07:15pm,Seidler Hall 221,R,03:00pm,05:15pm,Seidler Hall 221,"Sanders, W.",Full Term
closed,55,0,4,10517,BSC 1010C,General Biology with Lab I,4,T R,10:30am,01:15pm,Seidler Hall 221,R,10:00am,12:15pm,Seidler Hall 221,"Humphries, R.",Full Term
on campus,55,54,10,10516,BSC 1010C,General Biology with Lab I,4,M W,01:30pm,04:15pm,Seidler Hall 221,F,12:30pm,02:45pm,Seidler Hall 221,"Hood, M.",Full Term
closed,55,-1,0,10513,BSC 1010C,General Biology with Lab I,4,M W,10:30am,01:15pm,Seidler Hall 221,W,10:00am,12:15pm,Seidler Hall 221,"Mitchell, R.",Full Term
on campus,55,35,10,15517,BSC 1010C,General Biology with Lab I,4,M W,07:30am,10:15am,Seidler Hall 221,F,07:30am,09:45am,Seidler Hall 221,STAFF,Full Term
on campus,32,16,0,13964,BSC 1011,Hnrs:General Biology II,3,T R,03:00pm,04:15pm,Griffin Hall 172,R,12:30pm,02:45pm,Griffin Hall 172,"Sanders, W.",Full Term
on campus,158,3,0,10523,BSC 1011,General Biology II,3,T R,10:30am,11:45am,Seidler Hall 114,T,10:00am,12:15pm,Seidler Hall 114,"Palmtag, M.",Full Term
on campus,158,18,0,10522,BSC 1011,General Biology II,3,T R,09:00am,10:15am,Edwards Hall 112,R,07:30am,09:45am,Edwards Hall 112,"Fassbender, J.",Full Term
closed,32,0,-1,10530,BSC 1011L,General Biology II Laboratory,1,W,01:30pm,04:15pm,Whitaker Hall 111,,,,,STAFF,Full Term
closed,32,0,-1,10529,BSC 1011L,General Biology II Laboratory,1,W,10:30am,01:15pm,Whitaker Hall 111,,,,,"Brunelle, S.",Full Term
closed,32,0,0,10524,BSC 1011L,General Biology II Laboratory,1,M,10:30am,01:15pm,Whitaker Hall 111,,,,,STAFF,Full Term
closed,32,0,0,10531,BSC 1011L,General Biology II Laboratory,1,W,04:30pm,07:15pm,Whitaker Hall 111,,,,,STAFF,Full Term
on campus,32,18,0,10532,BSC 1011L,Hnrs:GenBiology II Laboratory,1,F,10:30am,01:15pm,Whitaker Hall 111,S,10:00am,12:15pm,Whitaker Hall 111,STAFF,Full Term
closed,32,0,0,10534,BSC 1011L,General Biology II Laboratory,1,F,01:30pm,04:15pm,Whitaker Hall 111,,,,,STAFF,Full Term
closed,32,0,0,10526,BSC 1011L,General Biology II Laboratory,1,M,04:30pm,07:15pm,Whitaker Hall 111,,,,,STAFF,Full Term
closed,32,0,0,12211,BSC 1011L,General Biology II Laboratory,1,F,07:30am,10:15am,Whitaker Hall 111,,,,,STAFF,Full Term
closed,32,0,0,10525,BSC 1011L,General Biology II Laboratory,1,M,01:30pm,04:15pm,Whitaker Hall 111,,,,,STAFF,Full Term
closed,32,0,0,14221,BSC 1011L,General Biology II Laboratory,1,M,07:30am,10:15am,Whitaker Hall 111,,,,,STAFF,Full Term
closed,55,0,7,10536,BSC 1020C,Human Systems,3,M W,01:00pm,03:15pm,Whitaker Hall 104,W,10:00am,12:15pm,Whitaker Hall 104,"Peburn, T.",Full Term
closed,55,0,10,10535,BSC 1020C,Human Systems,3,M W,10:30am,12:45pm,Whitaker Hall 104,F,10:00am,12:15pm,Whitaker Hall 104,"Rolle, R.",Full Term
on campus,36,5,7,10196,BSC 1051C,Enviro Bio-SW Fla Environment,3,F,01:00pm,05:30pm,Academic Building Nine 220A,S,12:30pm,02:45pm,Academic Building Nine 220A,"Evers, C.",Full Term
closed,32,0,0,15215,BSC 1085C,Hum Anat & Physio w/Lab I,4,W,04:30pm,07:15pm,Griffin Hall 104,M,10:30am,01:15pm,Academic Building Nine 211,"Berkow, A.",Full Term
on campus,32,18,0,14376,BSC 1085C,Hum Anat & Physio w/Lab I,4,T,07:30am,10:15am,Marieb Hall 200,R,10:30am,01:15pm,Griffin Hall 104,STAFF,Full Term
closed,32,0,0,11272,BSC 1085C,Hum Anat & Physio w/Lab I,4,W,10:30am,01:15pm,Marieb Hall 200,F,07:30am,10:15am,Griffin Hall 104,"Khalaf, N.",Full Term
closed,32,0,0,11273,BSC 1085C,Hum Anat & Physio w/Lab I,4,M,01:30pm,04:15pm,Reed Hall 249,W,07:30am,10:15am,Griffin Hall 104,"Berkow, A.",Full Term
closed,32,0,0,11274,BSC 1085C,Hum Anat & Physio w/Lab I,4,M,10:30am,01:15pm,Academic Building Nine 211,W,01:30pm,04:15pm,Griffin Hall 104,"Berkow, A.",Full Term
closed,32,0,0,11277,BSC 1085C,Hum Anat & Physio w/Lab I,4,R,01:30pm,04:15pm,Griffin Hall 104,T,01:30pm,04:15pm,Academic Building Nine 211,"Peburn, T.",Full Term
closed,32,0,0,11278,BSC 1085C,Hum Anat & Physio w/Lab I,4,R,04:30pm,07:15pm,Griffin Hall 104,T,01:30pm,04:15pm,Academic Building Nine 211,"Peburn, T.",Full Term
closed,32,0,0,11279,BSC 1085C,Hum Anat & Physio w/Lab I,4,W,10:30am,01:15pm,Marieb Hall 200,F,10:30am,01:15pm,Griffin Hall 104,"Khalaf, N.",Full Term
on campus,32,22,0,11280,BSC 1085C,Hum Anat & Physio w/Lab I,4,T,07:30am,10:15am,Marieb Hall 200,R,07:30am,10:15am,Griffin Hall 104,STAFF,Full Term
closed,32,0,0,11282,BSC 1085C,Hum Anat & Physio w/Lab I,4,M,01:30pm,04:15pm,Reed Hall 249,W,10:30am,01:15pm,Griffin Hall 104,"Berkow, A.",Full Term
closed,24,0,0,13646,BSC 1086C,Hum Anat & Physio w/Lab II,4,M,01:30pm,04:15pm,Griffin Hall 213,W,07:30am,10:15am,Academic Building Nine 407,"Baumann, L.",Full Term
on campus,24,3,0,11289,BSC 1086C,Hnrs:Hum Anat &Physio w/Lab II,4,T,10:30am,01:15pm,Academic Building Nine 407,F,07:30am,10:15am,Academic Building Nine 407,"Khalaf, N.",Full Term
closed,24,0,0,11287,BSC 1086C,Hum Anat & Physio w/Lab II,4,M,01:30pm,04:15pm,Griffin Hall 213,W,10:30am,01:15pm,Academic Building Nine 407,"Baumann, L.",Full Term
on campus,24,6,0,14382,BSC 1086C,Hum Anat & Physio w/Lab II,4,R,04:30pm,07:15pm,Academic Building Nine 407,T,01:30pm,04:15pm,Reed Hall 236,"Baumann, L.",Full Term
closed,24,0,0,14381,BSC 1086C,Hum Anat & Physio w/Lab II,4,R,01:30pm,04:15pm,Academic Building Nine 407,T,01:30pm,04:15pm,Reed Hall 236,"Baumann, L.",Full Term
on campus,24,1,0,14378,BSC 1086C,Hum Anat & Physio w/Lab II,4,W,04:30pm,07:15pm,Academic Building Nine 407,M,10:30am,01:15pm,Marieb Hall 200,"Weiss, V.",Full Term
closed,24,0,0,14379,BSC 1086C,Hum Anat & Physio w/Lab II,4,T,10:30am,01:15pm,Griffin Hall 213,R,07:30am,10:15am,Academic Building Nine 407,"Weiss, V.",Full Term
closed,24,0,0,14380,BSC 1086C,Hum Anat & Physio w/Lab II,4,T,10:30am,01:15pm,Griffin Hall 213,R,10:30am,01:15pm,Academic Building Nine 407,"Weiss, V.",Full Term
closed,24,0,0,12200,BSC 1086C,Hum Anat & Physio w/Lab II,4,W,01:30pm,04:15pm,Academic Building Nine 407,M,10:30am,01:15pm,Marieb Hall 200,"Weiss, V.",Full Term
on campus,50,32,10,10537,BSC 2930L,Seminar in Medicine II,1,F,09:30am,11:10am,Whitaker Hall 103,,,,,"Lee, K.",Full Term
on campus,32,17,0,15938,BSC 4312,Marine Biology,3,T R,10:30am,11:45am,Whitaker Hall 112,,,,,"Ware, M.",Full Term
on campus,32,22,5,10538,BSC 4422C,Methods in Biotechnology,3,T R,10:30am,12:45pm,Whitaker Hall 243,,,,,"James, K.",Full Term
on campus,16,5,0,14173,BSC 4473C,Scientific Diving,3,F,08:00am,12:30pm,Aquatics Center (FGCU Campus) 100,,,,,"Johnson, C.",Full Term
off campus,6,3,0,16125,BSC 4900,Dir Ind Study/Research in Bio,1,,,,Off Campus Site TBA TBA,,,,,"Anaya, C.",Full Term
closed,1,-2,0,16138,BSC 4900,Dir Ind Study/Research in Bio,1,,,,Off Campus Site TBA TBA,,,,,"Durso, A.",Full Term
off campus,5,1,0,16046,BSC 4900,Dir Ind Study/Research in Bio,1,,,,Off Campus Site TBA TBA,,,,,"Johnson, O.",Full Term
closed,1,0,0,16286,BSC 4900,Dir Ind Study/Research in Bio,1,,,,Off Campus Site TBA TBA,,,,,"Mujtaba, M.",Full Term
closed,1,0,0,16106,BSC 4900,Dir Ind Study/Research in Bio,3,,,,Off Campus Site TBA TBA,,,,,"May, M.",Full Term
closed,1,0,0,16126,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Frederick, L.",Full Term
closed,12,0,0,16071,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Mujtaba, M.",Full Term
closed,1,0,0,16072,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA,,,,,STAFF,Full Term
closed,1,0,0,16074,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Maisch, H.",Full Term
off campus,2,1,0,16131,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Richards, J.",Full Term
off campus,5,5,0,16080,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Johnson, O.",Full Term
off campus,5,4,0,16162,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Alim, E.",Full Term
closed,1,0,0,16173,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Emer, S.",Full Term
off campus,10,6,0,16258,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Anaya, C.",Full Term
off campus,4,4,0,16263,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Urakawa, H.",Full Term
closed,1,0,0,16285,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Nwokwu, C.",Full Term
closed,1,0,0,16214,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Horn, J.",Full Term
off campus,3,3,0,16215,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Lee, K.",Full Term
closed,1,0,0,16105,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"May, M.",Full Term
distance learning,25,1,0,15966,BSC 4910C,Senior Project I:  Research,2,R,06:00pm,08:45pm,Online (Virtual),,,,,"Croshaw, D.",Full Term
closed,1,0,0,16277,BSC 4910C,Senior Project I:  Research,2,,,,Off Campus Site TBA TBA,,,,,"Fiester, S.",Full Term
closed,1,0,0,16127,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Mize, K.",Full Term
closed,1,0,0,16161,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Nwokwu, C.",Full Term
closed,1,0,0,16296,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,STAFF,Full Term
closed,1,0,0,16233,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Fiester, S.",Full Term
off campus,5,2,0,16232,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Lee, K.",Full Term
closed,1,0,0,16128,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Horn, J.",Full Term
closed,1,0,0,16076,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Richards, J.",Full Term
closed,1,0,0,16130,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Durso, A.",Full Term
off campus,6,5,0,16262,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Urakawa, H.",Full Term
off campus,5,2,0,16259,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,STAFF,Full Term
distance learning,25,13,0,15644,BSC 4911,Sr Project II:  Presentation,1,,,,Online (Virtual),,,,,"Croshaw, D.",Full Term
closed,12,-3,0,16049,BSC 4911,Sr Project II:  Presentation,1,F,09:30am,10:20am,Whitaker Hall 269,,,,,"Anaya, C.",Full Term
closed,1,0,0,16164,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Cruz-Alvarez, M.",Full Term
off campus,3,1,0,16163,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Horn, J.",Full Term
closed,5,0,0,16045,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Johnson, O.",Full Term
off campus,1,1,0,16075,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Paull, D.",Full Term
closed,1,0,0,16073,BSC 4911,Sr Project II:  Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Gunnels, C.",Full Term
on campus,27,12,0,14433,BSC 4930,HNRS:ST:Sensory Biology,3,T R,04:30pm,05:45pm,Whitaker Hall 243,,,,,"Emer, S.",Full Term
closed,27,-3,0,16060,BSC 4930,ST:AspectsinNanotechnolgy,3,T R,12:00pm,01:15pm,Whitaker Hall 112,,,,,"Lee, K.",Full Term
closed,32,-10,0,15967,BSC 4930,ST:HumanToxicology,3,T R,01:30pm,02:45pm,Whitaker Hall 104,,,,,"Frederick, L.",Full Term
on campus,27,2,0,16055,BSC 4930,ST:Infectious Diseases,3,T R,01:30pm,02:45pm,Whitaker Hall 112,,,,,"Fiester, S.",Full Term
closed,27,0,0,15935,BSC 4933,CT:Snake Biodiversity,1,M,01:30pm,02:20pm,Academic Building Nine 111,,,,,"Durso, A.",Full Term
closed,32,0,0,16058,BSC 4933,CT:Medical Readings,1,F,11:30am,12:20pm,Whitaker Hall 103,,,,,"Lee, K.",Full Term
off campus,12,7,0,15084,BSC 4940,Internship in Biology,0,,,,Off Campus Site TBA TBA,,,,,"Lee, K.",Full Term
closed,1,0,0,16238,BSC 4943,Sr. Proj. Pres. Biotech.,1,,,,Off Campus Site TBA TBA,,,,,"Horn, J.",Full Term
on campus,20,15,5,15653,BSC 6846,Professional Aspects in Bio II,1,W,02:30pm,03:20pm,Whitaker Hall 129,,,,,"Ware, M.",Full Term
off campus,3,2,0,16119,BSC 6900,Independent Study Biology,3,,,,Off Campus Site TBA TBA,,,,,"Durso, A.",Full Term
off campus,1,1,0,16308,BSC 6900,Independent Study Biology,1,,,,Off Campus Site TBA TBA,,,,,"Lee, K.",Full Term
on campus,5,4,0,16089,BSC 6900,IS:Snake Biodiversity,1,M,01:30pm,02:20pm,Academic Building Nine 111,,,,,"Durso, A.",Full Term
closed,2,0,0,16113,BSC 6900,Independent Study Biology,3,,,,Off Campus Site TBA TBA,,,,,"Anaya, C.",Full Term
off campus,3,1,0,16122,BSC 6900,Independent Study Biology,3,,,,Off Campus Site TBA TBA,,,,,"Horn, J.",Full Term
on campus,20,14,0,14417,BSC 6915,Research Mentorship I,3,F,01:30pm,04:15pm,Merwin Hall 219,,,,,"Mujtaba, M.",Full Term
on campus,2,2,0,16099,BSC 6932,ST:Grad ForensEntomology,3,T R,10:30am,12:45pm,Whitaker Hall 111,,,,,"Fassbender, J.",Full Term
on campus,5,2,0,16088,BSC 6932,ST:Graduate Histology,3,T R,08:00am,10:15am,Whitaker Hall 112,,,,,"Alim, E.",Full Term
on campus,2,2,0,16250,BSC 6932,ST:GradPop Ecology,3,M W,01:00pm,03:15pm,Whitaker Hall 243,,,,,"Cross, R.",Full Term
on campus,5,3,0,16091,BSC 6932,ST:Graduate Herpetology,3,T R,08:00am,10:15am,Whitaker Hall 111,,,,,"Durso, A.",Full Term
on campus,5,3,0,16093,BSC 6932,ST:Grad Nanotechnology,3,T R,12:00pm,01:15pm,Whitaker Hall 112,,,,,"Lee, K.",Full Term
on campus,5,4,0,15075,BSC 6932,ST:Graduate Sensory Biology,3,T R,04:30pm,05:45pm,Whitaker Hall 243,,,,,"Emer, S.",Full Term
on campus,5,1,0,16031,BSC 6932,ST:GradBehavioralMechanisms,3,M W,08:00am,10:15am,Whitaker Hall 112,,,,,"Gunnels, C.",Full Term
on campus,5,2,0,16056,BSC 6932,ST:GradInfectiousDiseases,3,T R,01:30pm,02:45pm,Whitaker Hall 112,,,,,"Fiester, S.",Full Term
on campus,10,5,0,16030,BSC 6938,Seminar in Biology,1,F,11:30am,12:20pm,Whitaker Hall 129,,,,,"Mujtaba, M.",Full Term
closed,1,0,0,16118,BSC 6972,Master's Thesis Research,3,,,,Off Campus Site TBA TBA,,,,,"Emer, S.",Full Term
closed,1,0,0,16142,BSC 6972,Master's Thesis Research,3,,,,Off Campus Site TBA TBA,,,,,"Michael, S.",Full Term
closed,1,0,0,16217,BSC 6972,Master's Thesis Research,1,,,,Off Campus Site TBA TBA,,,,,"Gunnels, C.",Full Term
off campus,3,1,0,16114,BSC 6972,Master's Thesis Research,3,,,,Off Campus Site TBA TBA,,,,,"Anaya, C.",Full Term
closed,1,0,0,16140,BSC 6972,Master's Thesis Research,3,,,,Off Campus Site TBA TBA,,,,,"Michael, S.",Full Term
off campus,2,2,0,16121,BSC 6972,Master's Thesis Research,3,,,,Off Campus Site TBA TBA,,,,,"Mujtaba, M.",Full Term
off campus,3,1,0,16120,BSC 6972,Master's Thesis Research,1,,,,Off Campus Site TBA,,,,,"Durso, A.",Full Term
off campus,2,1,0,16117,BSC 6972,Master's Thesis Research,3,,,,Off Campus Site TBA TBA,,,,,"Emer, S.",Full Term
closed,1,0,0,16115,BSC 6972,Master's Thesis Research,3,,,,Off Campus Site TBA TBA,,,,,"Anaya, C.",Full Term
